Age,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_INR,Current_Balance_INR,Existing_EMI_INR,Loan_Amount_INR,Credit_Utilization,Previous_Defaults,Credit_History_Years,Active_Loans,Loan_Purpose,Approved
34,Self Employed,50265,27942,436874,9844,9491,607476,0.021948640020622023,0,6,0,Car,1
50,Private,51226,24131,415262,43775,0,338129,0.35249448611518885,0,18,1,Personal,1
65,Self Employed,31967,10188,71871,62768,5448,157418,0.05529568546385244,0,16,4,Education,1
29,Business,24539,12304,99235,52549,0,265379,0.1456214347918019,2,7,1,Car,0
39,Self Employed,61668,20126,150968,10988,0,785064,0.6949043871823896,0,19,0,Business,1
39,Private,89738,58641,481116,50922,0,927166,0.9763085085560684,0,9,0,Business,1
63,Private,33693,20256,135399,17999,2914,238656,0.5647294253851908,0,9,4,Personal,1
47,Government,43016,19420,389451,11296,0,506422,0.16949918233864247,0,23,1,Business,1
55,Business,80638,44841,163095,7516,24383,2368467,0.37645469334163073,0,1,1,Home,1
55,Private,85478,29473,1198794,73900,4785,2862635,0.23435651437428118,0,17,0,Home,1
62,Private,56322,32724,228760,18700,6236,2182520,0.04784022645312269,1,12,0,Home,1
25,Self Employed,62850,39538,285701,62237,21165,806682,0.9130665721693069,0,0,2,Business,0
44,Private,67455,42408,729857,7214,4708,492335,0.5421523514588173,1,6,2,Personal,1
44,Private,75103,31070,259862,45700,4573,746037,0.14887855761017843,0,14,0,Business,1
51,Private,25774,10451,328935,5496,4283,705143,0.7457224896180382,0,3,4,Home,1
38,Private,154867,78759,669914,2531,0,4328857,0.1712854092403442,0,20,0,Home,1
47,Self Employed,57780,39701,697379,161246,12695,463290,0.20652241368157653,0,19,2,Personal,1
50,Private,75955,50753,985545,4291,11512,2777447,0.6015501165413094,0,24,1,Home,1
45,Private,31036,13775,88946,20571,3497,398348,0.4264585424838997,0,1,0,Business,1
64,Private,43846,26830,629806,65206,0,447966,0.8947268948378172,0,8,3,Car,1
50,Self Employed,61462,41089,199818,53340,9362,286575,0.5967092201099675,2,1,1,Education,0
22,Self Employed,16603,6713,26765,21112,0,131388,0.18244671832437653,1,2,1,Personal,1
65,Private,28547,18045,69951,30313,0,243230,0.47470606574630503,0,15,1,Personal,1
36,Private,31723,12916,63726,31803,10364,226797,0.726733009815298,0,14,1,Personal,1
21,Private,22761,9953,83513,5490,3938,278616,0.6001110539470977,0,3,0,Car,1
52,Business,52242,19827,350384,12060,0,666135,0.321203080968805,0,22,2,Business,1
34,Private,46889,23577,341806,12742,0,592524,0.38643590359850344,0,12,0,Car,1
61,Self Employed,115176,73404,700226,16250,0,1034521,0.6656228207282523,0,15,1,Car,1
45,Government,25024,12792,291455,11602,6455,164990,0.5189942628711836,0,6,0,Education,1
47,Private,56435,19717,77278,10690,8919,471450,0.07375548715002778,2,18,0,Personal,0
46,Private,28910,11584,43088,15145,5126,388683,0.5486692595583454,0,18,2,Business,1
63,Business,17495,9187,211630,16303,3951,245015,0.45478381692160963,1,14,0,Business,1
23,Private,69750,37195,382696,22037,10326,815248,0.8149309123445417,0,3,2,Car,1
52,Business,73303,38906,821592,7717,0,2063275,0.11233557996386268,0,19,0,Home,1
58,Private,68273,22584,550895,48582,0,2605862,0.0010385890625668193,0,22,3,Home,1
54,Private,22250,13382,101018,61126,6431,210344,0.820763206912144,0,3,1,Car,1
41,Government,51542,34212,42326,10557,4929,411421,0.21122786478808198,0,19,0,Personal,1
46,Self Employed,70151,35370,464775,5947,0,495769,0.03151886584308594,0,25,2,Personal,1
63,Private,86794,50994,741330,40437,23948,814029,0.22101269685850966,0,16,1,Business,1
48,Business,71465,47567,352390,79407,0,813612,0.8860116342879856,1,5,1,Business,1
52,Business,87472,48726,733156,3073,25246,1083272,0.17115878356124348,0,20,2,Car,1
50,Business,93006,52988,924806,2436,0,566011,0.3199869447043202,0,7,5,Personal,1
38,Private,52204,30725,380659,8079,6639,304735,0.6105893894531941,0,1,0,Personal,1
49,Self Employed,66112,26722,267192,36635,0,472764,0.1794571632027553,0,6,1,Personal,1
40,Self Employed,89304,47605,582235,102385,8922,2416844,0.6451475438925807,0,3,0,Home,1
50,Government,61949,39453,166829,43634,17082,2458253,0.7066725249987215,1,6,0,Home,0
20,Private,100649,42118,94745,27531,30607,1328903,0.2310476628429139,0,0,0,Business,1
35,Government,82842,54581,617965,38174,0,635234,0.09623478597100088,0,0,0,Personal,1
42,Private,33541,18385,267802,9868,0,197269,0.40196907143369187,2,10,0,Personal,0
59,Private,22390,10506,275627,36995,1626,128368,0.6986235790298662,0,17,1,Education,1
48,Private,49591,27239,130401,13633,0,1791074,0.8135093773829806,1,6,0,Home,0
20,Private,24132,11118,118401,9547,8299,276498,0.036678705331732675,0,1,0,Car,1
57,Private,51527,32730,146689,10097,5208,2053155,0.5365719065970387,1,4,1,Home,0
63,Private,48803,24056,719994,35059,0,402854,0.2573563728586611,0,15,1,Personal,1
41,Government,106996,70669,459571,45730,0,3421673,0.4160811973494317,0,7,1,Home,1
49,Private,66372,33446,139927,28154,0,521458,0.5287544176338286,0,19,1,Personal,1
64,Private,88146,49727,498462,3979,0,960656,0.7352497464037531,2,3,0,Car,0
39,Private,36542,25546,88399,3162,6736,473852,0.03980153728229796,0,5,0,Car,1
40,Private,122737,44036,684057,9345,31979,716914,0.17037457718554483,0,1,0,Education,1
19,Private,83800,49835,404582,12125,21746,958164,0.6163484178271217,0,0,3,Car,1
44,Self Employed,63352,22524,274942,17566,11234,701535,0.4408580707056198,2,5,2,Car,0
59,Private,16581,10537,166005,4372,1994,184272,0.20988324095129363,0,14,0,Business,1
19,Self Employed,99433,53552,452652,40746,30066,622709,0.06498361208284475,0,1,0,Personal,1
43,Private,142059,95927,1064016,39291,0,1430455,0.914784416615289,0,5,1,Car,1
34,Private,49353,31900,179909,14770,0,335617,0.36290932271735343,0,14,0,Personal,1
57,Private,49963,16485,752915,26834,0,476569,0.41055613606599894,0,0,3,Car,1
50,Government,35953,12760,114186,5191,8688,294828,0.04911238830568554,1,3,1,Personal,1
26,Self Employed,18415,9952,70612,18095,4339,500000,0.7385792497619225,0,3,4,Home,1
60,Private,34987,17749,453102,60466,8703,476811,0.9921728276625635,0,2,4,Business,1
65,Private,132674,48747,145129,34419,0,823235,0.9783010379940311,0,16,1,Personal,1
56,Government,93658,32943,1007941,5292,0,850613,0.31120841778223984,0,19,1,Car,1
46,Government,30834,16206,118137,58433,0,269254,0.9611435029883925,0,14,0,Personal,1
59,Business,34647,11072,120807,36248,0,1405336,0.4076561492253604,1,20,2,Home,1
43,Self Employed,176495,114632,646723,20102,0,5230555,0.38724321178411036,0,6,4,Home,1
52,Government,26579,16554,357096,37338,0,165348,0.8316500070131927,0,11,0,Personal,1
42,Private,31912,19598,321204,7691,0,948331,0.7917955555495164,0,6,2,Home,1
41,Private,37882,11607,108884,25987,0,277360,0.4748947851626786,3,1,0,Personal,0
30,Self Employed,21702,6924,29898,30864,0,112385,0.44742397516132015,0,3,0,Education,1
24,Government,35507,18461,91782,80826,6990,387740,0.9684478436485647,0,4,0,Business,1
53,Private,35832,25002,312877,4077,7490,224601,0.40851616028452176,0,23,1,Education,1
62,Business,28528,12464,412916,16089,6409,385376,0.8617206705551117,0,18,0,Business,1
37,Government,108747,47603,1038860,84850,15967,4366886,0.7464461041589484,0,14,0,Home,1
18,Private,24340,8609,89575,9347,6492,178452,0.10692482803135206,0,0,1,Personal,1
25,Business,45019,25648,187299,52331,0,1367271,0.1589808765156091,0,7,2,Home,1
63,Private,28963,16180,95338,2048,0,1000560,0.03748453743019531,0,1,0,Home,1
33,Private,43218,14716,50164,2786,11943,276825,0.03516720907023918,0,6,1,Education,1
31,Government,28167,13716,144662,13908,0,253314,0.6044516751142568,0,0,1,Car,1
29,Government,51304,29080,225303,45895,6049,2019540,0.07700392764913566,1,11,0,Home,0
40,Private,59449,29570,542623,5299,9890,586144,0.13619331953691982,2,10,3,Car,0
32,Business,113698,64778,354076,16479,33144,3552078,0.24434194669469778,0,10,0,Home,1
45,Private,34435,21573,41202,6228,2047,1100728,0.5533215126040159,0,4,2,Home,1
51,Self Employed,129404,74320,809070,9592,24635,5098290,0.22894488404492075,0,1,1,Home,1
19,Business,30206,16505,148622,22974,3812,888739,0.3959092653584668,0,1,1,Home,1
49,Private,42496,27258,448862,13531,13279,441546,0.35333846339387986,0,13,1,Business,1
40,Private,141328,93309,141948,9144,24612,1709206,0.39630219127955923,0,14,3,Car,1
39,Private,279781,127455,2500000,17001,0,2000000,0.9290272948703185,0,17,2,Car,1
42,Business,134801,49782,761994,38224,0,3836307,0.9696985644252769,0,1,1,Home,1
39,Self Employed,42866,26883,180315,5815,6383,1461920,0.07247301916878468,0,1,0,Home,1
39,Government,66764,25737,269106,21594,0,2631015,0.11051783108522406,0,3,1,Home,1
59,Self Employed,73834,49585,720746,11635,18713,475408,0.05468148766400183,0,18,0,Education,1
23,Private,60310,18644,207121,16274,0,831133,0.3876415669414439,1,2,1,Business,0
32,Business,26776,17899,154935,53704,0,173364,0.8511216830802468,0,8,1,Education,1
60,Government,56429,30227,541979,81662,13721,610498,0.7998302609931489,0,7,3,Business,1
54,Private,36188,22070,102891,10350,4691,178265,0.35478899244462103,0,22,2,Education,1
50,Business,27417,12595,111005,31825,0,352262,0.7507072654447313,0,19,0,Car,1
25,Private,40667,28332,230708,35873,0,246051,0.9789828450299853,0,3,0,Education,1
61,Private,59230,23160,659310,57447,10958,314304,0.1939491766874475,2,15,0,Education,0
61,Government,89395,36270,702177,70791,17842,1073942,0.963883997994254,0,24,0,Car,1
22,Private,42093,13493,57708,20932,13220,453920,0.770788677023242,0,0,0,Business,1
56,Private,46762,31619,48679,123496,3581,564190,0.11466427873771357,0,23,4,Business,1
21,Business,79408,38307,157816,108037,23749,517042,0.7945298501234733,0,3,1,Personal,1
23,Private,51150,29152,35738,23185,0,580241,0.10225201792559935,0,5,4,Car,1
62,Private,61631,35436,524401,25428,0,797774,0.02972973829077674,0,9,0,Car,1
49,Self Employed,51368,33378,559075,35056,5298,415056,0.764602195895494,0,21,2,Personal,1
47,Private,55361,31332,229015,16043,0,1988225,0.8949778212796682,0,4,1,Home,1
64,Private,25657,13465,375380,34545,0,255179,0.40039197702945517,0,11,0,Car,1
52,Self Employed,52754,30815,528911,23664,14165,1471821,0.024065371382389955,0,6,0,Home,1
57,Business,115464,69323,315792,3082,16683,912464,0.5975595665828276,0,21,1,Personal,1
33,Private,54251,20310,318325,59464,9108,407454,0.23329742614433246,1,7,0,Personal,1
30,Self Employed,29725,10221,48677,86626,0,191749,0.5437690768916009,0,6,0,Personal,1
59,Government,118885,39224,1265114,2797,0,4717616,0.31792535609193884,0,14,1,Home,1
47,Business,75570,33977,185919,48714,20551,901405,0.622389591110325,0,9,0,Business,1
36,Government,77697,38786,321090,16623,0,582586,0.2603084433828635,0,11,0,Personal,1
34,Self Employed,76443,41757,411471,28430,19746,512318,0.1484300842799211,0,7,3,Personal,1
36,Private,24938,17037,26268,22794,5640,209348,0.7524120971037019,3,1,1,Personal,0
45,Business,72307,31259,178939,26042,16523,609531,0.5388384775354538,0,6,2,Personal,1
43,Self Employed,112507,67993,468148,22506,38155,1427774,0.31740988111412805,0,23,0,Business,1
54,Self Employed,36749,18835,262436,59596,10116,224917,0.6278965903933974,2,11,1,Personal,0
43,Private,15410,5979,153258,36513,0,93646,0.2872108362372646,0,14,1,Personal,1
40,Private,61043,33336,155012,17963,6514,336298,0.3653086469777215,1,1,0,Education,1
26,Private,49993,34338,134575,36997,17153,474219,0.37583178914985804,0,7,1,Car,1
29,Self Employed,19369,6773,76172,102613,3991,610722,0.22646945644809657,0,8,2,Home,1
18,Government,70490,35450,114969,4511,0,677772,0.4408679242934359,0,0,2,Car,1
18,Business,67384,21606,209959,16735,0,2104812,0.8152539535336308,0,0,3,Home,1
64,Business,20339,8714,105199,63311,1261,265054,0.9709670181478978,0,17,0,Car,1
51,Private,152296,83494,1629181,42303,32240,1856865,0.2194222092371444,0,10,1,Car,1
49,Self Employed,76931,48960,538886,83968,24449,479600,0.9388343652275313,0,19,0,Personal,1
65,Private,15769,9337,39198,3218,1033,122700,0.27789158158039895,0,19,0,Personal,1
42,Private,80123,38871,583574,61584,0,720426,0.4699078326664696,0,11,0,Car,1
57,Private,78739,52258,713510,49077,0,1040308,0.10064667455045861,0,16,2,Car,1
62,Private,114577,48246,719726,52628,7259,3922218,0.6080450730481326,0,5,1,Home,1
18,Self Employed,33714,20282,11806,29284,5464,394799,0.510843434593552,0,0,1,Business,1
33,Private,80820,39569,178271,3599,4772,2448244,0.6789191866494357,0,2,1,Home,1
56,Private,42531,28047,281268,25239,2148,462898,0.6004314847507075,0,23,0,Car,1
22,Self Employed,35105,21729,51470,17714,11195,1199131,0.9814172397196348,0,0,2,Home,0
39,Self Employed,29172,19270,183215,24462,0,362443,0.7701442600619861,1,9,2,Business,1
46,Government,15648,6035,140181,42446,2141,93337,0.9654864843413015,0,9,2,Personal,1
20,Business,67795,38457,312766,29187,0,2147039,0.5255105456049001,0,0,5,Home,0
29,Private,41613,24775,215303,12383,2760,439854,0.2814225009593474,0,6,2,Car,1
43,Private,12000,7163,97482,29451,0,120540,0.5319635391781904,1,0,0,Business,1
33,Private,51288,25726,285655,4603,0,508686,0.46674526235098757,0,7,0,Car,1
54,Private,98194,29900,1394753,2161,9639,640318,0.4272001990279597,0,9,1,Personal,1
39,Business,22377,9053,71489,17401,0,183347,0.4010729960207321,0,12,2,Personal,1
46,Private,31966,13723,122386,44463,0,250438,0.8113566623053073,0,9,0,Personal,1
31,Self Employed,63866,40926,95527,53886,18291,416449,0.7411196748176936,0,7,2,Education,1
45,Government,12000,7636,74567,25944,2207,500000,0.6438745812591306,0,15,4,Home,1
22,Private,35588,12166,31871,62750,0,479328,0.6450222429797953,0,2,0,Business,1
64,Business,60352,41035,325237,6037,0,385598,0.3739120284577421,0,16,1,Education,1
47,Self Employed,35007,13057,225964,101815,0,400539,0.4383139673689693,0,15,0,Business,1
63,Private,22498,10478,362940,78439,0,799977,0.15254621766852672,0,23,5,Home,1
22,Private,23154,8938,131228,29431,0,813355,0.5789891222922512,0,0,3,Home,1
29,Private,18633,12002,109477,3815,0,581445,0.1402021587845771,0,9,0,Home,1
33,Private,33529,20109,126113,20165,6787,221123,0.9153152425162011,0,0,0,Personal,1
43,Self Employed,92410,40790,925684,7926,0,2710149,0.41566041232042916,0,9,0,Home,1
43,Self Employed,202224,115824,2048087,31700,0,2682133,0.042650549474110955,1,12,1,Business,1
65,Private,50096,18723,795225,8320,8995,283158,0.0017635152219771522,0,1,4,Education,1
38,Business,77726,35203,521819,21721,0,405489,0.6763030012463243,0,17,2,Education,1
56,Private,27875,12567,104766,8906,0,203983,0.6115350321335887,0,25,1,Personal,1
53,Private,13974,5522,29207,8021,1595,84764,0.770268119766398,0,11,0,Personal,1
50,Private,148890,96856,1826586,10547,51450,4239780,0.74935250951325,0,2,0,Home,1
47,Private,34301,19604,49256,2888,0,442385,0.0030767635298635243,0,17,0,Business,1
54,Private,75449,31083,369286,39775,22236,638184,0.16703119185119097,0,21,2,Personal,1
40,Private,53910,21394,298461,12989,0,553905,0.32589182469295785,1,7,1,Car,1
27,Private,89032,27348,53271,37930,0,1002537,0.0615428598731661,0,1,1,Business,1
22,Private,86895,38115,465295,33794,0,964077,0.17816840209846008,0,1,1,Business,1
53,Self Employed,57909,29574,271459,4051,10833,1941122,0.5814329098795511,1,2,0,Home,0
51,Private,61862,25430,75065,13220,20729,697982,0.4570539902357609,2,16,2,Business,0
48,Government,101473,58872,1291049,27100,16198,1072241,0.860556789609434,0,8,2,Car,1
27,Self Employed,38337,17815,97832,77178,0,451563,0.22389504650981262,2,8,0,Car,0
36,Business,124662,53171,1058490,17390,36963,3829895,0.535339816120009,0,9,0,Home,1
49,Business,32057,21658,204258,23083,0,440905,0.8616763238577819,0,22,2,Business,1
18,Private,51325,20792,168554,43607,10632,345432,0.06043302673095119,0,0,4,Personal,1
22,Government,71503,32841,121030,50781,0,740120,0.8700666693735583,0,0,0,Business,1
62,Private,18444,8353,162821,79051,0,122290,0.3439809857709727,0,17,0,Education,1
21,Government,112320,44532,191243,22626,0,1170080,0.8595013569230859,0,3,1,Business,1
33,Business,65221,25239,547624,8464,0,773284,0.6817966374215224,0,0,1,Business,1
41,Private,350000,147333,457808,45371,101942,3809859,0.672801698373285,0,19,0,Business,1
33,Private,170828,110302,481061,6025,0,4798635,0.04794188676024491,0,15,1,Home,1
19,Private,48701,29553,222024,18256,6150,1944515,0.9411927376890203,0,0,0,Home,0
45,Private,143107,81914,880165,31683,31689,990600,0.4311073615146065,0,15,1,Personal,1
49,Self Employed,81503,39353,665691,37315,4687,2914691,0.10837026557771867,0,11,0,Home,1
44,Private,56312,28330,444975,41618,16292,753347,0.7668142354283022,0,1,0,Business,1
37,Private,18112,7368,23051,8452,0,216123,0.8668103564044086,0,14,5,Business,1
41,Private,20866,6880,18052,121942,0,765400,0.9294960939845899,0,23,0,Home,1
29,Private,49149,21252,357936,7895,0,1850552,0.506408920502774,0,6,0,Home,1
52,Government,36416,18143,160092,5030,0,252848,0.403789053490646,0,1,1,Personal,1
50,Private,56112,18119,313511,34723,16202,329086,0.5834372440604588,0,7,1,Education,1
50,Private,111683,37446,1045296,74238,12294,718278,0.2968324741157754,0,20,0,Personal,1
60,Self Employed,82369,33376,374330,26587,13864,749678,0.39281282183476673,3,15,2,Car,0
54,Business,32280,14423,348509,29151,7103,426930,0.5390345150240017,0,20,0,Car,1
29,Business,85389,39050,324955,25197,13492,520952,0.824404016268836,0,3,2,Personal,1
20,Business,28327,9833,130768,3310,0,153489,0.8534564879585144,0,0,0,Education,1
18,Private,24702,9641,38372,36306,0,226144,0.13120542729227203,0,0,1,Car,1
50,Government,61634,24940,208391,15304,5748,797687,0.13394659616135585,0,16,5,Car,1
57,Private,30070,9834,384942,84313,0,184909,0.18421014721587126,0,18,0,Personal,1
27,Business,33352,14356,88472,8202,3383,270951,0.596379836813183,0,9,1,Personal,1
60,Business,88999,29270,638837,12791,17329,539232,0.20280792443356532,1,1,0,Education,1
61,Business,72735,42286,954334,23087,15864,658679,0.6125506048673011,0,7,1,Car,1
46,Government,39218,17821,316716,21465,0,498819,0.7253660092667703,0,19,0,Business,1
30,Business,18489,7963,70497,17340,1358,243106,0.8585141604273488,0,2,2,Car,1
29,Private,31536,11056,72376,13323,0,231787,0.8673226781033903,0,8,1,Personal,1
48,Government,157195,61400,1567298,6776,0,802935,0.21468784155224352,0,16,3,Education,1
63,Private,87546,34412,340710,53597,0,649573,0.31221509334130226,0,19,2,Personal,1
19,Government,115168,79935,544283,19868,0,1081689,0.18166506772380242,0,0,0,Car,1
52,Private,57160,36247,161235,27526,19812,748202,0.6804784273366442,1,17,3,Car,1
40,Private,39710,12155,346112,25726,11606,273842,0.6867982658979356,0,16,0,Personal,1
34,Private,84382,46134,352107,27704,5812,604455,0.003996739225015533,0,16,1,Personal,1
43,Private,105778,42561,287317,38607,0,1124830,0.16484981875767213,0,4,0,Car,1
25,Business,36759,12562,107760,31777,7887,330086,0.33483362474168943,0,2,0,Car,1
46,Self Employed,31954,18604,105911,11602,0,303835,0.20719672175104897,0,18,0,Business,1
43,Private,19677,6938,42868,26203,0,112486,0.5513471781721807,2,21,2,Education,0
27,Self Employed,31474,15028,64971,10411,5950,1064923,0.040422138350416636,1,2,1,Home,1
